emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,combined_annual_income,combined_dti,months_since_last_delinq_never,months_since_90d_late_never,months_since_last_credit_inquiry_never,emp_length_missing,credit_history_years,loan_to_income,installment_to_income,credit_utilization_ratio,open_credit_ratio,cc_balance_ratio,open_cc_ratio,recent_account_ratio,accounts_per_credit_year,inquiries_per_credit_year,total_negative_marks,has_delinq_history,region,log_annual_income,log_loan_amount,target_delinquent
0.0,CO,OWN,75000.0,8.83,0,999.0,2,13,9,344696,33162,0,0,999.0,0,0,1,2,3.0,9,0,2,12000,7,7,3,2,100.0,0,0,debt_consolidation,individual,4200,36,75000.0,8.83,1,1,0,0,11,0.056,0.018666666666666668,0.0962065124051338,0.6923076923076923,0.42857142857142855,1.0,0.15384615384615385,1.1818181818181819,0.18181818181818182,0,0,West,11.225256725762893,8.343077871169383,0
2.0,MO,RENT,47000.0,23.16,1,18.0,0,24,15,148275,155346,0,0,18.0,0,0,13,7,9.0,15,0,1,9000,6,2,2,0,91.7,0,0,debt_consolidation,individual,10400,60,47000.0,23.16,0,0,0,0,5,0.22127659574468084,0.04425531914893618,1.0476884167931209,0.625,1.0,0.3333333333333333,0.2916666666666667,4.8,0.0,1,1,Midwest,10.757924157061597,9.249657234353133,0
8.0,MO,OWN,9996.0,9.36,0,81.0,2,13,5,23393,20619,0,0,999.0,0,504,1,2,4.0,5,0,2,4400,6,4,2,0,83.3,0,0,debt_consolidation,individual,3500,36,9996.0,9.36,0,1,0,0,10,0.35014005602240894,0.11671335200746966,0.8814175180609584,0.38461538461538464,0.5,0.6666666666666666,0.15384615384615385,1.3,0.2,0,0,Midwest,9.210040326967182,8.160803920954665,0
2.0,HI,RENT,42585.6,7.07,0,39.0,2,14,2,5000,3415,0,0,999.0,0,0,0,1,1.0,2,0,2,5000,12,2,2,0,85.7,0,0,credit_card,individual,12000,36,42585.6,7.07,0,1,0,0,16,0.281785392245266,0.09392846408175534,0.683,0.14285714285714285,1.0,0.16666666666666666,0.07142857142857142,0.875,0.125,0,0,West,10.659294928784368,9.392745258631441,0
10.0,MD,MORTGAGE,70000.0,15.84,1,6.0,2,15,8,251010,26178,0,0,47.0,0,0,1,2,8.0,8,0,1,8000,10,6,4,3,80.0,0,0,debt_consolidation,individual,15500,36,70000.0,15.84,0,0,0,0,29,0.22142857142857142,0.07380952380952381,0.10429066571052946,0.5333333333333333,0.6666666666666666,0.6,0.13333333333333333,0.5172413793103449,0.06896551724137931,1,1,South,11.156264806643742,9.648659816955295,0
10.0,MI,MORTGAGE,112000.0,18.3,0,999.0,2,37,21,109004,48431,0,0,999.0,0,0,1,2,1.0,21,0,8,66500,25,20,12,3,100.0,0,0,debt_consolidation,individual,25000,60,112000.0,18.3,1,1,0,0,20,0.22321428571428573,0.044642857142857144,0.44430479615426954,0.5675675675675675,0.6,0.8,0.05405405405405406,1.85,0.1,0,0,Midwest,11.626263078808801,10.12667110305036,0
6.0,OR,RENT,60000.0,12.46,0,30.0,0,20,5,154033,146044,0,2,999.0,0,0,2,2,21.0,5,0,3,11100,5,3,3,0,35.0,2,0,credit_card,individual,20000,60,60000.0,12.46,0,1,0,0,21,0.3333333333333333,0.06666666666666667,0.9481344906610921,0.25,1.0,0.6,0.1,0.9523809523809523,0.0,4,1,West,11.002116507732017,9.90353755128617,0
10.0,LA,RENT,70000.0,5.81,0,999.0,1,16,10,58069,15746,0,0,999.0,0,278,1,5,10.0,10,0,5,46500,10,9,5,0,100.0,0,0,debt_consolidation,individual,10000,60,70000.0,5.81,1,1,0,0,11,0.14285714285714285,0.02857142857142857,0.27116017152008814,0.625,0.5555555555555556,0.9,0.3125,1.4545454545454546,0.09090909090909091,0,0,South,11.156264806643742,9.210440366976517,0
3.0,NC,RENT,26000.0,37.07,0,999.0,1,19,12,51961,30281,0,0,999.0,0,0,3,3,7.0,12,0,8,20200,10,9,8,0,100.0,0,0,debt_consolidation,individual,6000,36,26000.0,37.07,1,1,0,0,20,0.23076923076923078,0.07692307692307693,0.5827639960739786,0.631578947368421,0.8888888888888888,0.9,0.15789473684210525,0.95,0.05,0,0,South,10.165890277802454,8.699681400989514,0
2.0,TN,RENT,54000.0,24.76,0,999.0,5,25,12,89755,39279,0,0,999.0,0,0,3,4,2.0,12,0,1,34200,13,8,3,0,100.0,0,0,other,individual,18000,60,54000.0,24.76,1,1,0,0,15,0.3333333333333333,0.06666666666666667,0.43762464486658126,0.48,0.375,0.6153846153846154,0.16,1.6666666666666667,0.3333333333333333,0,0,South,10.896757843893464,9.798182590890704,0
10.0,CA,RENT,81000.0,22.61,0,999.0,1,18,15,127098,39781,0,0,999.0,0,0,5,4,7.0,15,0,7,46100,12,10,8,0,100.0,0,0,credit_card,individual,10000,60,81000.0,22.61,1,1,0,0,15,0.12345679012345678,0.024691358024691357,0.31299469700546034,0.8333333333333334,0.8,0.8333333333333334,0.2222222222222222,1.2,0.06666666666666667,0,0,West,11.302216779257382,9.210440366976517,0
5.0,IL,MORTGAGE,50000.0,21.87,0,999.0,4,13,8,153531,42055,0,0,999.0,0,0,3,5,10.0,8,0,1,6300,5,4,1,1,100.0,0,0,debt_consolidation,individual,24000,60,50000.0,21.87,1,1,0,0,3,0.48,0.09599999999999999,0.27391862229777697,0.6153846153846154,0.25,0.8,0.38461538461538464,4.333333333333333,1.3333333333333333,0,0,Midwest,10.819798284210286,10.085850775128717,0
0.0,MI,MORTGAGE,75000.0,34.3,0,36.0,1,28,23,93851,56644,0,0,999.0,0,0,11,8,3.0,23,0,5,19400,12,12,9,2,71.4,0,0,debt_consolidation,individual,9000,36,75000.0,34.3,0,1,0,0,17,0.12,0.04,0.6035524395051731,0.8214285714285714,0.75,1.0,0.2857142857142857,1.6470588235294117,0.058823529411764705,0,0,Midwest,11.225256725762893,9.105090961257085,0
2.0,GA,RENT,56500.0,15.34,0,999.0,0,17,4,60739,70911,0,0,999.0,0,0,1,2,16.0,4,0,2,12000,3,2,2,0,100.0,0,0,credit_card,individual,11000,36,56500.0,15.34,1,1,0,0,10,0.19469026548672566,0.06489675516224189,1.167470653122376,0.23529411764705882,1.0,0.6666666666666666,0.11764705882352941,1.7,0.0,0,0,South,10.942013616092948,9.305741456739435,0
4.0,NV,RENT,37000.0,34.11,0,999.0,0,18,11,81748,27882,0,0,999.0,0,0,4,3,14.0,11,0,3,22900,13,7,5,0,100.0,0,0,debt_consolidation,individual,5000,36,37000.0,34.11,1,1,0,0,14,0.13513513513513514,0.04504504504504504,0.341072564466409,0.6111111111111112,0.7142857142857143,0.5384615384615384,0.16666666666666666,1.2857142857142858,0.0,0,0,West,10.518700218288165,8.517393171418904,0
10.0,NH,MORTGAGE,50000.0,27.27,0,999.0,0,33,12,126596,36637,0,0,999.0,0,0,2,3,18.0,12,0,6,84100,26,10,9,0,100.0,0,0,debt_consolidation,joint,15000,36,110000.0,23.93,1,1,0,0,12,0.13636363636363635,0.04545454545454546,0.28940092893930297,0.36363636363636365,0.9,0.38461538461538464,0.09090909090909091,2.75,0.0,0,0,Northeast,11.608244735642321,9.61587214452889,0
9.0,TX,MORTGAGE,182000.0,17.27,1,14.0,1,28,9,144750,109809,0,0,999.0,0,0,2,1,11.0,9,0,3,16000,11,7,6,6,96.4,0,0,debt_consolidation,individual,40000,36,182000.0,17.27,0,1,0,0,9,0.21978021978021978,0.07326007326007326,0.7586113989637305,0.32142857142857145,0.8571428571428571,0.6363636363636364,0.03571428571428571,3.111111111111111,0.1111111111111111,1,1,South,12.111767460549332,10.596659732783579,0
3.0,TX,RENT,45000.0,13.04,0,999.0,3,16,10,30300,14990,0,1,999.0,0,0,0,3,4.0,10,0,2,14200,15,10,5,0,100.0,0,1,debt_consolidation,individual,18000,60,45000.0,13.04,1,1,0,0,9,0.4,0.08,0.49471947194719473,0.625,0.5,0.6666666666666666,0.1875,1.7777777777777777,0.3333333333333333,2,1,South,10.714439990727769,9.798182590890704,0
10.0,IN,MORTGAGE,55000.0,53.65,0,39.0,2,37,18,269535,77072,0,0,65.0,0,0,3,3,10.0,18,0,6,28000,23,14,9,1,91.9,0,0,other,joint,27200,36,120000.0,29.9,0,0,0,0,25,0.22666666666666666,0.07555555555555556,0.2859443114994342,0.4864864864864865,0.6428571428571429,0.6086956521739131,0.08108108108108109,1.48,0.08,0,0,Midwest,11.695255355062795,10.211009016314167,0
9.0,NC,MORTGAGE,43000.0,28.38,1,22.0,0,25,8,70121,33586,0,0,22.0,0,0,1,3,999.0,8,0,3,49100,15,7,3,4,88.0,0,0,debt_consolidation,joint,30000,60,83000.0,20.02,0,0,1,0,20,0.3614457831325301,0.07228915662650602,0.47897206257754454,0.32,0.42857142857142855,0.4666666666666667,0.12,1.25,0.0,1,1,South,11.326607934898927,10.308985993422082,0
3.0,MD,RENT,70000.0,12.24,0,999.0,0,36,22,272878,373361,0,0,999.0,0,0,20,2,17.0,22,0,2,20000,7,2,2,0,100.0,0,0,other,individual,7500,36,70000.0,12.24,1,1,0,0,11,0.10714285714285714,0.03571428571428572,1.36823415592316,0.6111111111111112,1.0,0.2857142857142857,0.05555555555555555,3.272727272727273,0.0,0,0,South,11.156264806643742,8.922791623969637,0
1.0,TN,RENT,90000.0,11.63,0,999.0,10,28,20,76354,24969,0,0,999.0,0,378,2,17,4.0,20,0,3,25100,20,18,4,0,100.0,0,0,credit_card,individual,7000,36,90000.0,11.63,1,1,0,0,13,0.07777777777777778,0.02592592592592593,0.3270162663383713,0.7142857142857143,0.2222222222222222,0.9,0.6071428571428571,2.1538461538461537,0.7692307692307693,0,0,South,11.407576060361786,8.853808274977197,0
10.0,WA,RENT,60500.0,7.34,0,999.0,0,24,10,69120,44476,0,0,999.0,0,0,2,3,999.0,10,0,6,37500,15,8,7,0,100.0,0,0,medical,individual,15000,36,60500.0,7.34,1,1,1,0,15,0.24793388429752067,0.08264462809917356,0.6434606481481482,0.4166666666666667,0.875,0.5333333333333333,0.125,1.6,0.0,0,0,West,11.010415172807951,9.61587214452889,0
10.0,VA,MORTGAGE,142000.0,20.25,0,999.0,0,67,27,976357,402798,0,0,999.0,0,0,20,3,17.0,27,0,5,43300,16,6,6,6,100.0,0,0,debt_consolidation,individual,40000,36,142000.0,20.25,1,1,0,0,24,0.28169014084507044,0.09389671361502347,0.4125519661353378,0.40298507462686567,1.0,0.375,0.04477611940298507,2.7916666666666665,0.0,0,0,South,11.863589378812122,10.596659732783579,0
4.0,CA,RENT,195000.0,14.34,0,999.0,0,13,9,113789,77261,0,0,999.0,0,0,2,2,13.0,9,0,5,77600,10,7,7,0,100.0,0,0,credit_card,individual,40000,60,195000.0,14.34,1,1,0,0,8,0.20512820512820512,0.041025641025641026,0.678984787633251,0.6923076923076923,1.0,0.7,0.15384615384615385,1.625,0.0,0,0,West,12.180759965737863,10.596659732783579,0
10.0,AL,MORTGAGE,60000.0,33.53,0,999.0,7,23,7,282033,106680,0,0,999.0,0,0,2,7,3.0,7,0,1,5600,6,4,4,3,100.0,0,0,credit_card,individual,7500,36,60000.0,33.53,1,1,0,0,10,0.125,0.04166666666666667,0.37825360862026786,0.30434782608695654,1.0,0.6666666666666666,0.30434782608695654,2.3,0.7,0,0,South,11.002116507732017,8.922791623969637,0
3.0,TX,MORTGAGE,65000.0,13.59,0,999.0,1,17,9,88252,37299,0,0,999.0,0,0,1,4,8.0,9,0,4,52800,14,8,4,0,100.0,0,0,credit_card,individual,20000,36,65000.0,13.59,1,1,0,0,10,0.3076923076923077,0.10256410256410256,0.42264197978516066,0.5294117647058824,0.5,0.5714285714285714,0.23529411764705882,1.7,0.1,0,0,South,11.082157933374816,9.90353755128617,0
10.0,MA,MORTGAGE,108000.0,18.4,0,33.0,1,19,13,337041,38289,0,0,33.0,0,0,4,7,4.0,13,0,5,31100,11,8,7,1,94.4,0,0,debt_consolidation,joint,25800,60,140000.0,15.42,0,0,0,0,20,0.18428571428571427,0.03685714285714286,0.11360338949860699,0.6842105263157895,0.875,0.7272727272727273,0.3684210526315789,0.95,0.05,0,0,Northeast,11.849404844423074,10.158168529848494,0
6.0,GA,MORTGAGE,40000.0,16.26,0,999.0,0,18,7,159510,31367,0,0,999.0,0,0,4,2,999.0,7,0,1,7000,7,1,1,3,100.0,0,0,car,joint,12000,60,70000.0,9.72,1,1,1,0,13,0.17142857142857143,0.03428571428571429,0.19664597830857,0.3888888888888889,1.0,0.14285714285714285,0.1111111111111111,1.3846153846153846,0.0,0,0,South,11.156264806643742,9.392745258631441,0
3.0,NV,MORTGAGE,95000.0,12.44,0,999.0,3,9,7,328319,31973,0,0,999.0,0,0,2,5,1.0,7,0,1,10800,4,4,2,2,100.0,0,0,credit_card,individual,7000,36,95000.0,12.44,1,1,0,0,5,0.07368421052631578,0.02456140350877193,0.097383946710364,0.7777777777777778,0.5,1.0,0.5555555555555556,1.8,0.6,0,0,West,11.461642696843066,8.853808274977197,0
0.0,NC,RENT,73000.0,10.83,3,23.0,2,26,8,56410,45378,2,0,13.0,0,170,2,4,8.0,8,0,2,11750,12,6,4,0,81.0,0,0,credit_card,individual,8000,36,73000.0,10.83,0,0,0,0,13,0.1095890410958904,0.03652968036529681,0.8044318383265379,0.3076923076923077,0.6666666666666666,0.5,0.15384615384615385,2.0,0.15384615384615385,5,1,South,11.19822841866684,8.987321812850125,0
10.0,FL,MORTGAGE,165000.0,7.16,1,20.0,0,30,12,186100,41440,0,0,999.0,0,0,1,6,13.0,12,0,4,68400,19,10,5,1,96.7,0,0,debt_consolidation,individual,25200,60,165000.0,7.16,0,1,0,0,9,0.15272727272727274,0.030545454545454546,0.22267598065556152,0.4,0.5,0.5263157894736842,0.2,3.3333333333333335,0.0,1,1,South,12.013706813470414,10.134638955251866,0
2.0,LA,OWN,46000.0,8.64,0,999.0,0,11,9,17600,10400,0,0,999.0,0,0,0,5,16.0,9,0,6,16100,10,9,7,0,100.0,0,0,credit_card,individual,12000,60,46000.0,8.64,1,1,0,0,2,0.2608695652173913,0.05217391304347826,0.5909090909090909,0.8181818181818182,0.7777777777777778,0.9,0.45454545454545453,5.5,0.0,0,0,South,10.736418414365376,9.392745258631441,0
8.0,GA,MORTGAGE,15000.0,56.08,0,27.0,1,24,9,23770,10917,0,0,34.0,0,0,3,6,9.0,9,0,0,500,10,6,4,1,54.2,0,0,debt_consolidation,joint,7775,36,105000.0,17.7,0,0,0,0,9,0.07404761904761904,0.024682539682539684,0.4592763988220446,0.375,0.6666666666666666,0.6,0.25,2.6666666666666665,0.1111111111111111,0,0,South,11.561725152903833,8.958797346140274,0
2.0,CA,MORTGAGE,60000.0,11.5,0,999.0,1,19,12,261386,20374,0,0,999.0,0,0,3,3,12.0,12,0,3,37000,12,8,4,1,100.0,0,0,credit_card,individual,13000,36,60000.0,11.5,1,1,0,0,10,0.21666666666666667,0.07222222222222222,0.07794602618349873,0.631578947368421,0.5,0.6666666666666666,0.15789473684210525,1.9,0.1,0,0,West,11.002116507732017,9.472781556562168,0
5.0,SC,OWN,42000.0,10.2,0,999.0,0,5,4,16600,8213,0,0,999.0,0,0,1,1,999.0,4,0,2,8000,3,3,3,0,100.0,0,0,house,individual,20000,60,42000.0,10.2,1,1,1,0,13,0.47619047619047616,0.09523809523809523,0.49475903614457833,0.8,1.0,1.0,0.2,0.38461538461538464,0.0,0,0,South,10.645448706505872,9.90353755128617,0
3.0,NJ,MORTGAGE,38000.0,21.32,0,999.0,1,11,6,46300,23741,0,0,999.0,0,0,2,4,11.0,6,0,1,7000,6,4,2,0,100.0,0,0,debt_consolidation,individual,6500,36,38000.0,21.32,1,1,0,0,9,0.17105263157894737,0.05701754385964912,0.5127645788336933,0.5454545454545454,0.5,0.6666666666666666,0.36363636363636365,1.2222222222222223,0.1111111111111111,0,0,Northeast,10.545367754151743,8.77971129020447,0
1.0,VA,RENT,80000.0,27.05,0,999.0,2,17,12,130575,41215,0,0,999.0,0,0,3,2,4.0,12,0,4,74900,11,9,5,0,100.0,0,0,debt_consolidation,individual,24000,60,80000.0,27.05,1,1,0,0,4,0.3,0.06,0.31564235113919203,0.7058823529411765,0.5555555555555556,0.8181818181818182,0.11764705882352941,4.25,0.5,0,0,South,11.289794413577894,10.085850775128717,0
10.0,KY,MORTGAGE,65000.0,4.28,0,999.0,1,41,14,164664,54820,0,1,999.0,0,0,2,7,6.0,12,0,1,17500,25,11,3,3,100.0,0,1,debt_consolidation,individual,4000,36,65000.0,4.28,1,1,0,0,20,0.06153846153846154,0.020512820512820513,0.3329203711801001,0.34146341463414637,0.2727272727272727,0.44,0.17073170731707318,2.05,0.05,2,1,South,11.082157933374816,8.294299608857235,0
4.0,CA,RENT,120000.0,1.06,0,45.0,7,17,11,44600,3096,0,0,999.0,0,0,0,3,1.0,11,0,5,38100,17,11,5,0,94.1,0,0,credit_card,individual,32000,36,120000.0,1.06,0,1,0,0,11,0.26666666666666666,0.08888888888888889,0.0694170403587444,0.6470588235294118,0.45454545454545453,0.6470588235294118,0.17647058823529413,1.5454545454545454,0.6363636363636364,0,0,West,11.695255355062795,10.373522431293592,0
1.0,IN,OWN,45000.0,13.71,0,999.0,3,8,7,35854,10630,0,0,999.0,0,0,2,3,2.0,7,0,1,6100,3,3,2,1,100.0,0,0,house,individual,28000,36,45000.0,13.71,1,1,0,0,2,0.6222222222222222,0.20740740740740743,0.29648016957661627,0.875,0.6666666666666666,1.0,0.375,4.0,1.5,0,0,Midwest,10.714439990727769,10.239995502805316,1
1.0,FL,RENT,300000.0,8.68,0,57.0,2,45,17,1016281,51220,0,0,113.0,0,0,1,10,10.0,17,0,4,22800,19,11,9,6,95.6,0,0,debt_consolidation,individual,20000,36,300000.0,8.68,0,0,0,0,29,0.06666666666666667,0.022222222222222223,0.05039944660974671,0.37777777777777777,0.8181818181818182,0.5789473684210527,0.2222222222222222,1.5517241379310345,0.06896551724137931,0,0,South,12.611541086966115,9.90353755128617,0
10.0,GA,MORTGAGE,56000.0,14.59,0,999.0,0,25,14,197745,14530,0,0,999.0,0,0,2,2,999.0,14,0,1,60600,17,11,2,1,100.0,0,0,credit_card,individual,3025,36,56000.0,14.59,1,1,1,0,16,0.054017857142857145,0.01800595238095238,0.07347846974639055,0.56,0.18181818181818182,0.6470588235294118,0.08,1.5625,0.0,0,0,South,10.933124826700707,8.014996894348302,0
6.0,CA,MORTGAGE,78000.0,4.86,1,7.0,4,26,8,586203,17050,0,0,999.0,0,0,1,4,5.0,8,0,2,24200,16,6,3,3,96.0,0,0,debt_consolidation,individual,9000,36,78000.0,4.86,0,1,0,0,17,0.11538461538461539,0.038461538461538464,0.029085487450593053,0.3076923076923077,0.5,0.375,0.15384615384615385,1.5294117647058822,0.23529411764705882,1,1,West,11.264476926102367,9.105090961257085,0
10.0,VA,OWN,69000.0,16.73,0,999.0,0,13,5,57420,48167,0,0,999.0,0,0,1,2,999.0,5,0,2,27500,6,4,2,3,100.0,0,0,credit_card,individual,25000,36,69000.0,16.73,1,1,1,0,29,0.36231884057971014,0.12077294685990339,0.8388540578195751,0.38461538461538464,0.5,0.6666666666666666,0.15384615384615385,0.4482758620689655,0.0,0,0,South,11.141876276228,10.12667110305036,0
6.0,MA,RENT,205000.0,8.14,0,46.0,3,22,9,164382,138544,0,0,46.0,0,0,2,4,6.0,9,0,5,65400,10,7,5,0,100.0,0,0,credit_card,individual,30000,36,205000.0,8.14,0,0,0,0,16,0.14634146341463414,0.04878048780487806,0.8428173400980643,0.4090909090909091,0.7142857142857143,0.7,0.18181818181818182,1.375,0.1875,0,0,Northeast,12.230770136157428,10.308985993422082,0
8.0,CA,RENT,86000.0,12.14,0,999.0,2,16,9,80200,25908,0,0,999.0,0,0,1,4,7.0,9,0,4,46800,15,8,5,0,100.0,0,0,credit_card,individual,16000,60,86000.0,12.14,1,1,0,0,26,0.18604651162790697,0.037209302325581395,0.3230423940149626,0.5625,0.625,0.5333333333333333,0.25,0.6153846153846154,0.07692307692307693,0,0,West,11.362114203075018,9.680406499268875,0
10.0,NJ,MORTGAGE,69000.0,16.49,0,999.0,4,13,8,389982,43340,0,0,999.0,0,0,1,7,7.0,8,0,5,46600,10,6,6,1,100.0,0,0,credit_card,individual,25000,36,69000.0,16.49,1,1,0,0,14,0.36231884057971014,0.12077294685990339,0.1111333343590217,0.6153846153846154,1.0,0.6,0.5384615384615384,0.9285714285714286,0.2857142857142857,0,0,Northeast,11.141876276228,10.12667110305036,0
2.0,DC,RENT,66000.0,17.49,0,999.0,3,10,7,52040,32376,0,0,999.0,0,0,2,3,5.0,7,0,4,30000,7,5,4,0,100.0,0,0,credit_card,individual,17000,60,66000.0,17.49,1,1,0,0,12,0.25757575757575757,0.051515151515151514,0.6221368178324366,0.7,0.8,0.7142857142857143,0.3,0.8333333333333334,0.25,0,0,South,11.097425172408931,9.741027444837728,0
10.0,UT,RENT,98560.0,5.92,0,999.0,4,24,12,22650,7144,0,1,25.0,0,0,0,5,1.0,10,0,6,12650,20,10,7,2,71.0,0,1,debt_consolidation,individual,18000,60,98560.0,5.92,1,0,0,0,19,0.18262987012987014,0.036525974025974024,0.3154083885209713,0.5,0.7,0.5,0.20833333333333334,1.263157894736842,0.21052631578947367,2,1,West,11.498430924819772,9.798182590890704,0
10.0,AR,RENT,60000.0,27.62,0,999.0,11,30,18,113072,57640,0,0,999.0,0,0,2,5,1.0,18,0,7,60800,25,16,9,0,100.0,0,0,debt_consolidation,individual,33600,60,60000.0,27.62,1,1,0,0,10,0.56,0.112,0.5097636903919627,0.6,0.5625,0.64,0.16666666666666666,3.0,1.1,0,0,South,11.002116507732017,10.422311107413181,0
10.0,TX,MORTGAGE,150000.0,21.92,0,80.0,2,29,10,536912,66643,0,0,80.0,0,0,3,2,1.0,10,0,1,56900,15,6,1,5,96.6,0,0,debt_consolidation,individual,24725,36,150000.0,21.92,0,0,0,0,22,0.16483333333333333,0.05494444444444444,0.12412276127186578,0.3448275862068966,0.16666666666666666,0.4,0.06896551724137931,1.3181818181818181,0.09090909090909091,0,0,South,11.918397239722838,10.115610600566873,0
4.0,NE,MORTGAGE,65000.0,24.48,1,3.0,0,16,5,122690,68873,0,0,999.0,0,0,2,4,16.0,5,0,2,4400,3,2,2,1,87.5,0,0,debt_consolidation,individual,9000,36,65000.0,24.48,0,1,0,0,10,0.13846153846153847,0.04615384615384615,0.5613578938788817,0.3125,1.0,0.6666666666666666,0.25,1.6,0.0,1,1,Midwest,11.082157933374816,9.105090961257085,0
10.0,FL,MORTGAGE,59200.0,8.72,1,11.0,1,14,7,142947,7100,0,0,999.0,0,0,1,1,0.0,7,0,4,16400,10,5,4,2,85.7,0,0,home_improvement,individual,20000,60,59200.0,8.72,0,1,0,0,9,0.33783783783783783,0.06756756756756757,0.049668758350997225,0.5,0.8,0.5,0.07142857142857142,1.5555555555555556,0.1111111111111111,1,1,South,10.988693712621323,9.90353755128617,0
10.0,NJ,RENT,56800.0,17.87,1,21.0,0,7,5,31300,17408,0,0,999.0,0,0,1,0,999.0,5,0,3,16300,4,3,3,0,85.7,0,0,home_improvement,individual,5000,36,56800.0,17.87,0,1,1,0,15,0.0880281690140845,0.029342723004694836,0.5561661341853035,0.7142857142857143,1.0,0.75,0.0,0.4666666666666667,0.0,1,1,Northeast,10.947309210188068,8.517393171418904,0
2.0,RI,MORTGAGE,80000.0,23.27,0,999.0,3,20,15,236293,50928,0,0,999.0,0,0,2,12,2.0,15,0,1,12200,13,10,5,4,100.0,0,0,house,individual,12000,60,80000.0,23.27,1,1,0,0,14,0.15,0.03,0.21552902540489985,0.75,0.5,0.7692307692307693,0.6,1.4285714285714286,0.21428571428571427,0,0,Northeast,11.289794413577894,9.392745258631441,0
0.0,NJ,OWN,53000.0,12.05,0,25.0,6,9,6,228282,13082,0,0,999.0,0,0,1,5,8.0,6,0,1,3500,6,4,3,1,77.8,0,0,home_improvement,individual,15000,36,53000.0,12.05,0,1,0,0,10,0.2830188679245283,0.09433962264150943,0.057306314120254775,0.6666666666666666,0.75,0.6666666666666666,0.5555555555555556,0.9,0.6,0,0,Northeast,10.87806606028079,9.61587214452889,0
10.0,MD,RENT,80000.0,22.38,0,999.0,5,56,27,252703,206117,0,1,999.0,0,0,7,9,4.0,27,0,6,54100,34,20,11,1,100.0,0,1,credit_card,individual,8000,36,80000.0,22.38,1,1,0,0,14,0.1,0.03333333333333333,0.8156492008405124,0.48214285714285715,0.55,0.5882352941176471,0.16071428571428573,4.0,0.35714285714285715,2,1,South,11.289794413577894,8.987321812850125,0
3.0,TX,MORTGAGE,80000.0,20.93,0,38.0,8,62,35,149477,115598,0,0,41.0,0,0,6,19,0.0,35,0,7,36700,39,29,8,0,94.7,0,0,major_purchase,individual,3000,36,80000.0,20.93,0,0,0,0,9,0.0375,0.012499999999999999,0.7733497461147869,0.5645161290322581,0.27586206896551724,0.7435897435897436,0.3064516129032258,6.888888888888889,0.8888888888888888,0,0,South,11.289794413577894,8.006700845440367,0
10.0,VA,MORTGAGE,105000.0,17.3,1,14.0,1,35,13,311303,66893,0,0,999.0,0,0,5,5,8.0,13,0,3,6800,17,7,5,3,100.0,0,0,debt_consolidation,individual,10000,36,105000.0,17.3,0,1,0,0,16,0.09523809523809523,0.031746031746031744,0.21488067895266028,0.37142857142857144,0.7142857142857143,0.4117647058823529,0.14285714285714285,2.1875,0.0625,1,1,South,11.561725152903833,9.210440366976517,1
3.0,OH,RENT,40000.0,13.14,0,999.0,1,19,10,83086,68717,0,0,999.0,0,0,2,6,8.0,10,0,3,21000,12,8,3,0,100.0,0,0,debt_consolidation,individual,3600,36,40000.0,13.14,1,1,0,0,6,0.09,0.03,0.827058710252028,0.5263157894736842,0.375,0.6666666666666666,0.3157894736842105,3.1666666666666665,0.16666666666666666,0,0,Midwest,10.596659732783579,8.188966863648876,0
3.0,CO,MORTGAGE,142500.0,10.26,0,52.0,0,39,12,416708,80187,0,1,52.0,0,0,2,5,999.0,12,0,4,32100,19,9,6,1,97.2,0,1,debt_consolidation,individual,40000,60,142500.0,10.26,0,0,1,0,14,0.2807017543859649,0.05614035087719298,0.1924297109726715,0.3076923076923077,0.6666666666666666,0.47368421052631576,0.1282051282051282,2.7857142857142856,0.0,2,1,West,11.86710429621008,10.596659732783579,0
9.0,GA,MORTGAGE,103500.0,30.01,0,999.0,0,19,12,223800,63075,0,1,999.0,0,0,4,5,13.0,12,0,3,15900,10,7,4,2,100.0,0,1,debt_consolidation,individual,25000,36,103500.0,30.01,1,1,0,0,21,0.24154589371980675,0.08051529790660225,0.28183646112600536,0.631578947368421,0.5714285714285714,0.7,0.2631578947368421,0.9047619047619048,0.0,2,1,South,11.547336553476635,10.12667110305036,0
4.0,CA,RENT,60000.0,13.3,0,54.0,0,21,10,51600,17498,0,1,999.0,0,0,3,3,999.0,10,0,2,23000,12,7,2,0,95.2,0,1,credit_card,individual,12000,36,60000.0,13.3,0,1,1,0,14,0.2,0.06666666666666667,0.33910852713178297,0.47619047619047616,0.2857142857142857,0.5833333333333334,0.14285714285714285,1.5,0.0,2,1,West,11.002116507732017,9.392745258631441,0
